idx,inference_time(localize),inference_time(recognize),result,,
1370,48.240002,670.960022,jeonbuk06ba2550,,
1371,49.07,671.530029,37so1982,,
1372,47.740002,670.780029,06goe9897,,
1373,48.23,670.859985,13mo8462,,
1374,48.68,671.690002,15soe7707,,
1375,48.490002,670.98999,seoul88aa1679,,
1376,48.740002,671.01001,67so132,,
1377,48.080002,670.450012,42bu7502,,
1378,49.029999,671.640015,gyeonggi90ja2050,,
1379,47.740002,670.440002,gyeonggi90sa2833,,
1380,48.279999,670.789978,49noe9877,,
1381,47.889999,670.02002,36joe6346,,
1382,49.509998,671.690002,chungnam80ba8352,,
1383,48.509998,671,35du1499,,
1384,48.259998,671.070007,35do791,,
1385,48.509998,670.940002,goe7379,,
1386,49,671.049988,incheon85sa1781,,
1387,48.060001,671.390015,41boe6604,,
1388,49.32,671.200012,chungbuk98ba5240,,
1389,49.259998,671.51001,6so2182,,
1390,48.639999,671.01001,jeonnam98ba9635,,
1391,49.209999,673.48999,boe,,
1392,47.75,670.109985,61bo1767,,
1393,48.790001,671.710022,20ho9807,,
1394,47.630001,670.210022,52goe8063,,
1395,48.77,671.340027,09soe438,,
1396,47.830002,670.289978,jeonnam86ba5261,,
1397,47.700001,670.030029,34ju1901,,
1398,47.84,670.099976,28bu0617,,
1399,48.259998,670.700012,jeonbuk98sa1361,,
1400,49.259998,671.530029,83ga7055,,
1401,47.91,670.51001,45noe712,,
1402,48.57,671.289978,90bo9140,,
1403,48.669998,671.659973,88noe1058,,
1404,49.68,671.650024,69gu5931,,
1405,48.810001,671.309998,09wu309,,
1406,49.43,671.51001,27aoe2197,,
1407,49.400002,671.919983,seoul82ba6994,,
1408,49.73,671.909973,gyeonggi94ja4645,,
1409,48.060001,670.590027,87joe6229,,
1410,48.279999,670.679993,daejeon85sa4840,,
1411,48.740002,670.950012,68so7399,,
1412,49.240002,671.849976,81aoe786,,
1413,49.360001,671.789978,chungbuk84aa5952,,
1414,49.080002,672.080017,80ja8523,,
1415,48.349998,670.77002,-11,,
1416,48.82,672.119995,08nu2064,,
1417,47.91,670.659973,45bo0794,,
1418,48.73,670.859985,chungnam84ba2441,,
1419,48.080002,670.27002,56du319,,
1420,49.25,671.72998,81roe2832,,
1421,47.380001,669.929993,54oo2943,,
1422,49.279999,672.390015,42ru8258,,
1423,49.150002,674.880005,10noe4828,,
1424,48.619999,671.419983,gwangju99sa5619,,
1425,48,670.070007,16ga1431,,
1426,48.16,671.109985,60goe1173,,
1427,48.240002,670.679993,40no9295,,
1428,48.130001,670.469971,74no601,,
1429,48.669998,671.23999,80joe9190,,
1430,49.040001,671.52002,95do1316,,
1431,48.59,671.109985,91du3792,,
1432,47.630001,670.409973,03da5657,,
1433,49.259998,671.369995,jeonnam98ba7641,,
1434,49.16,671.48999,18moe6788,,
1435,49.02,672.25,3ro2268,,
1436,49.279999,671.630005,42gu5751,,
1437,47.990002,670.599976,95ro1469,,
1438,49.25,671.47998,63do4172,,
1439,48.310001,671.369995,16noe9010,,
1440,48.740002,670.659973,70ga1284,,
1441,48.110001,670.869995,02ha3202,,
1442,47.939999,670.299988,39boe7473,,
1443,47.98,670.119995,62da2671,,
1444,49.060001,671.5,09roe2829,,
1445,47.68,669.549988,96gu103,,
1446,47.580002,669.909973,40ju643,,
1447,48.380001,671.119995,gyeonggi99ba3602,,
1448,48.650002,671.349976,58wu6467,,
1449,48,671.789978,30goe1307,,
1450,48.650002,671.119995,58joe9127,,
1451,47.810001,673.98999,08ra1499,670.070007,12goe1806
1452,47.720001,3698,47.439999,,
1453,48.209999,670.619995,40moe7265,,
1454,48.110001,670.809998,chungnam85sa1135,,
1455,48.16,670.849976,16ga8194,,
1456,48.970001,672.52002,351ba1705,,
1457,48.98,671.72998,50ha304,,
1458,48.889999,671.200012,81do823,,
1459,49.419998,672.27002,05mo9342,,
1460,47.66,670.140015,gyeonggi89aa6316,,
1461,47.98,670.409973,gyeongbuk98sa5409,,
1462,49.369999,672.039978,02ju1703,,
1463,48.540001,670.98999,gwangju96ba3137,,
1464,49.459999,672.030029,41moe9170,,
1465,48.759998,670.969971,31ba297,,
1466,47.91,670.690002,12bo1076,,
1467,47.639999,670.419983,04do5964,,
1468,48.310001,671.210022,09roe089,,
1469,48.25,671.150024,51ga8817,,
1470,47.990002,670.340027,30boe5387,,
1471,48.139999,670.390015,19bo1539,,
1472,49.060001,671.52002,52goe3964,,
1473,47.779999,671.309998,boe,,
1474,47.540001,670.070007,46du1070,,
1475,49.209999,671.72998,36mo1122,,
1476,47.68,670.109985,23ra2123,,
1477,49.299999,671.159973,jeonbuk98sa4153,,
1478,49.43,671.650024,37roe3170,,
1479,48.66,671.429993,78joe913,,
1480,47.990002,673.369995,11ba3608,,
1481,47.650002,670.090027,12mo904,,
1482,47.610001,670.23999,40gu6893,,
1483,47.860001,669.900024,24ra7352,,
1484,47.759998,669.609985,47ju5528,,
1485,48.060001,670.880005,50ho2429,,
1486,49.200001,671.409973,51ha314,,
1487,47.689999,669.880005,seoul88aa7424,,
1488,48.09,673.669983,12ra5339,,
1489,49.290001,671.669983,gyeonggi89ba1761,,
1490,49.150002,671.77002,56goe0281,,
1491,48.32,670.98999,jeonbuk82sa5811,,
1492,47.970001,670.609985,jeonbuk85sa2787,,
1493,49.349998,672.26001,chungbuk37ma677,,
1494,49.200001,671.830017,64970,,
1495,48.130001,671.719971,84moe6798,,
1496,48.25,670.580017,jeju96aa2676,,
1497,49.330002,671.969971,01bu6054,,
1498,48.860001,671.130005,61so2178,,
1499,48.16,671.039978,04go5719,,
1500,49,671.710022,83soe8700,,
1501,48.09,670.640015,80ba1125,,
1502,48.990002,671.669983,29ha5448,,
1503,47.619999,670.460022,45gu721,,
1504,49.139999,671.679993,38oo7293,,
1505,48.18,670.419983,13ro0847,,
1506,47.57,669.909973,35ma5131,,
1507,49.400002,672.119995,84mo5828,,
1508,48.549999,671.219971,23da5183,,
1509,47.540001,670.22998,58ro4937,,
1510,47.799999,670.080017,17jo1801,,
1511,47.73,670.090027,23goe182,,
1512,47.959999,670.590027,busan90aa9512,,
1513,47.959999,670.77002,96nu703,,
1514,49.189999,671.869995,60ha4575,,
1515,49.16,671.799988,soe6678,,
1516,48.869999,671.309998,6ma6409,,
1517,49.16,671.539978,68do9018,,
1518,47.799999,670.929993,24boe1514,,
1519,48.18,670.809998,75ha9501,,
1520,49.25,673.330017,42ra1757,,
1521,48.369999,671.02002,46nu9607,,
1522,48.34,671.369995,jeonbuk06sa8411,,
1523,49.240002,671.710022,19goe2030,,
1524,48.209999,671.039978,40ru9073,,
1525,48.299999,670.51001,43roe2702,,
1526,48.599998,671.210022,33mo0897,,
1527,48.869999,671.719971,67bo1171,,
1528,49.360001,672.330017,93joe5390,,
1529,47.599998,670.049988,8ja5481,,
1530,47.919998,670.380005,gyeonggi92sa2700,,
1531,48.560001,670.969971,80ba2052,,
1532,48.57,671.22998,43do1853,,
1533,47.810001,670.210022,34na6487,,
1534,49.119999,671.659973,18da5978,,
1535,48.32,670.77002,gangwon91ja1088,,
1536,48.779999,671.23999,chungbuk80aa4619,,
1537,48.720001,671.469971,91oo3953,,
1538,49.16,671.51001,37mo9785,,
1539,48.57,671.340027,40joe0315,,
1540,47.93,670.570007,24goe4569,,
1541,49.209999,671.23999,busan90aa1613,,
1542,48.889999,671.340027,65ru2889,,
1543,48.490002,671.159973,jeonnam91ba9884,,
1544,47.830002,670.159973,gyeonggi89ja3603,,
1545,49.009998,671.380005,8doe3006,,
1546,48.709999,671.159973,56ga8579,,
1547,47.700001,670.409973,39moe3655,,
1548,48.849998,671.320007,07aoe0928,,
1549,47.540001,670.159973,82du3513,,
1550,47.59,670.159973,seoul85ba7965,,
1551,48.279999,670.72998,91ro7898,,
1552,49.240002,671.75,66soe3948,,
1553,48.34,670.669983,jeonbuk80sa9623,,
1554,48.560001,671.48999,95joe7488,,
1555,47.849998,670.799988,gwangju85sa1431,,
1556,48.169998,671.01001,93ju1687,,
1557,48.689999,670.869995,16gu3308,,
1558,47.799999,670.340027,39go4855,,
1559,49.360001,671.799988,42soe8638,,
1560,49.080002,671.48999,33ga1281,,
1561,49.580002,672.059998,96goe9359,,
1562,48.93,671.799988,81joe2557,,
1563,48.09,670.940002,busan997016,,
1564,47.900002,670.72998,08ra2428,,
1565,47.950001,670.23999,55boe6752,,
1566,47.529999,670.26001,98ba3023,,
1567,49.080002,671.22998,30bo2619,,
1568,49.560001,672.650024,gangwon82ja6137,,
1569,48.240002,670.559998,80so9852,,
1570,47.709999,670.179993,22ra6340,,
1571,49.060001,671.380005,50ru1350,,
1572,48.25,670.849976,02na6738,,
1573,49.349998,671.890015,2da5838,,
1574,47.970001,670.359985,07joe4019,,
1575,48.810001,671.419983,chungbuk31ro5081,,
1576,48.759998,670.98999,62956,,
1577,49.009998,671.349976,131gu5303,,
1578,47.84,670.700012,gangwon06ro6677,,
1579,48.869999,671.570007,18aoe094,,
1580,48.130001,670.460022,56ju670,,
1581,48.290001,670.619995,38do143,,
1582,47.740002,670.109985,43ma2764,,
1583,47.330002,669.900024,28so9305,,
1584,48.470001,670.679993,97aoe9700,,
1585,48.700001,671.01001,46so6260,,
1586,48,670.77002,82goe9875,,
1587,48.970001,671.469971,28su3060,,
1588,47.830002,670.5,64mo3275,,
1589,48.82,671.200012,gwangju86ba8340,,
1590,48.299999,671,16oo9141,,
1591,47.669998,669.820007,36du0438,,
1592,47.970001,670.219971,gyeongnam81aa4707,,
1593,47.549999,669.98999,chungbuk82aa1616,,
1594,48.360001,671.099976,69ra373,,
1595,47.529999,670.26001,32joe5339,,
1596,49.110001,671.330017,gyeongbuk80aa9946,,
1597,47.529999,669.830017,61ru1469,,
1598,47.43,670.599976,09bu1579,,
1599,48.130001,671.570007,oo,,
1600,47.549999,669.719971,busan95aa5363,,
1601,48.220001,670.630005,40ro1349,,
1602,48.150002,670.929993,97du6831,,
1603,47.860001,669.969971,gyeonggi89aa7710,,
1604,48.080002,671.590027,daejeon06ma534young,,
1605,47.540001,670.359985,163go0851,,
1606,48.150002,670.659973,82aoe467,,
1607,48.669998,671.469971,5ma8696,,
1608,48.830002,671.419983,30ro5625,,
1609,48.580002,671.5,35aoe516,,
1610,47.470001,670.950012,gyeonggi53ra9243,,
1611,48.759998,671.200012,19go8570,,
1612,49.599998,672.549988,95du7297,,
1613,48.27,670.320007,gyeonggi91ba6961,,
1614,47.919998,672.130005,64ru5175,,
1615,47.630001,670.059998,43ru7728,,
1616,48.669998,671.359985,80no7578,,
1617,47.759998,670.059998,93soe1109,,
1618,48.23,670.549988,12oo1251,,
1619,49.290001,671.539978,57moe6338,,
1620,47.959999,670.570007,85ga9100,,
1621,49.43,671.700012,17bo6191,,
1622,47.82,670.950012,du,,
1623,49,671.719971,26su5458,,
1624,48.450001,672.380005,wu,,
1625,48.970001,671.25,16hoe8830,,
1626,47.919998,670.73999,85ga639,,
1627,48.959999,671.200012,jeonbuk98sa4188,,
1628,48.200001,671.090027,43bu5855,,
1629,48.02,670.869995,70gu6164,,
1630,49.18,671.380005,59ra3847,,
1631,48.299999,670.909973,60so143,,
1632,47.639999,669.950012,97du7266,,
1633,48.009998,670.77002,14mu208,,
1634,48.75,671.919983,34ba1076,,
1635,48.240002,672.219971,roe,,
1636,48.759998,671.539978,84boe9917,,
1637,48.130001,670.25,38noe9696,,
1638,48.040001,670.72998,04jo597,,
1639,48.779999,671.090027,65jo4376,,
1640,48.43,670.570007,busan90ba6624,,
1641,49.029999,671.330017,01ho3782,,
1642,48.68,670.919983,34ru5936,,
1643,48.220001,670.580017,83doe8365,,
1644,47.549999,669.909973,gangwon88ja1011,,
1645,47.66,670.849976,roe,,
1646,49.419998,671.309998,gyeonggi99ba8604,,
1647,48.580002,671.23999,25mu8583,,
1648,48.700001,671.780029,19da0406,,
1649,47.59,669.690002,50ha4012,,
1650,47.84,669.97998,12roe7957,,
1651,47.73,671.039978,82ga4437,,
1652,49.5,672.450012,boe,,
1653,48.400002,670.619995,91doe4253,,
1654,48.98,671.320007,jeonbuk38sa523,,
1655,49.290001,671.159973,56na7846,,
1656,49.080002,671.51001,45doe0882,,
1657,47.970001,670.289978,40hoe8280,,
1658,49.439999,672.119995,gangwon06ro5619,,
1659,48.459999,670.869995,52moe9130,,
1660,48.009998,672.200012,ju,,
1661,49.560001,671.919983,busan95aa4631,,
1662,49.470001,672.030029,90joe8379,,
1663,49.5,671.849976,gwangju86ba1879,,
1664,48.779999,672.059998,81goe3236,,
1665,47.43,669.530029,68gu2982,,
1666,49.27,672.359985,28roe7887,,
1667,48.610001,671.469971,45su470,,
1668,47.720001,669.880005,busan94aa4703,,
1669,48.310001,670.630005,34ro529,,
1670,48.209999,670.890015,busan90ba1305,,
1671,47.98,670.799988,37soe5466,,
1672,47.57,670.130005,920du4682,,
1673,49.509998,672.039978,06no5927,,
1674,48.630001,670.77002,46mo5388,,
1675,48.279999,671.549988,95roe6662,,
1676,47.970001,670.25,91du893,,
1677,48.360001,670.880005,95nu881,,
1678,47.950001,670.669983,96jo1107,,
1679,48.18,671.039978,19boe2835,,
1680,49.290001,671.969971,53na2442,,
1681,48.66,670.869995,65soe3621,,
1682,47.869999,670.429993,85moe1869,,
1683,48.900002,671.440002,92noe8959,,
1684,47.900002,670.580017,12ha1676,,
1685,48.400002,671.72998,51gu3390,,
1686,48.860001,671.619995,17ho9207,,
1687,47.639999,670.450012,gyeonggi92ja9435,,
1688,47.549999,670,21doe8760,,
1689,49.52,672.030029,80sa490,,
1690,48.02,670.150024,81oo5858,,
1691,49.189999,671.679993,52do2695,,
1692,48.610001,670.76001,95gu6068,,
1693,47.919998,670.299988,36mo857,,
1694,48.279999,671.309998,57so9699,,
1695,48.740002,671.169983,gangwon90ja1201,,
1696,48.66,671.650024,01roe8084,,
1697,49.130001,671.099976,chungbuk99ba5635,,
1698,48.169998,670.97998,93gu5494,,
1699,49.200001,671.799988,53du9753,,
1700,48.419998,671,31aoe8052,,
1701,48.580002,670.909973,92joe488,,
1702,47.470001,670.169983,jeonbuk98sa8707,,
1703,47.740002,670.27002,gyeonggi91ba2270,,
1704,47.889999,670.400024,66goe3326,,
1705,49.389999,671.830017,58wu855,,
1706,48.369999,670.859985,gyeonggi91aa2454,,
1707,47.950001,670.669983,85joe5784,,
1708,47.73,669.900024,gyeongbuk84aa1749,,
1709,48.060001,670.25,58aoe1160,,
1710,48.139999,670.619995,88do8345,,
1711,47.759998,670.530029,17go8342,,
1712,48.619999,671.280029,09ba447,,
1713,47.740002,670.280029,13soe9830,,
1714,47.57,670.099976,69bu6807,,
1715,47.880001,670.859985,25roe5608,,
1716,48.639999,670.849976,gyeonggi83sa5530,,
1717,48.790001,671.940002,88na4970,,
1718,47.68,670.25,66ha8048,,
1719,48.459999,670.830017,32du930,,
1720,48.049999,670.780029,92gu714,,
1721,47.91,671.02002,95soe6163,,
1722,48.82,671.210022,61roe8955,,
1723,47.52,670.190002,69ga0156,,
1724,47.709999,670.140015,290ra1635,,
1725,48.549999,670.869995,33ju1953,,
1726,49.27,671.890015,82moe3729,,
1727,47.950001,670.22998,38mu2036,,
1728,47.41,669.659973,seoul984710,,
1729,49.02,671.450012,8so3908,,
1730,48.650002,670.849976,28ro8230,,
1731,47.360001,669.630005,64noe4979,,
1732,47.349998,670.159973,7ra1695,,
1733,47.560001,669.890015,16ha270,,
1734,47.970001,670.349976,32bu0687,,
1735,48.869999,671.72998,83soe6199,,
1736,48.09,671.099976,69ju2898,,
1737,49.130001,671.700012,gyeongbuk98sa7815,,
1738,49.540001,672.440002,29du0634,,
1739,48.549999,671.690002,boe,,
1740,48.290001,670.419983,busan99sa7452,,
1741,47.32,671.27002,84ma5683,,
1742,47.369999,670.090027,26go1401,,
1743,49.139999,672.049988,30go7496,,
1744,47.970001,670.25,99go309,,
1745,48.299999,670.73999,seoul82ba5973,,
1746,47.279999,670.210022,37da8931,,
1747,47.669998,670.440002,82noe421,,
1748,47.400002,670.27002,56go8738,,
1749,48.970001,671.090027,58moe138,,
1750,47.639999,670.950012,56mo8375,,
1752,48.759998,671.280029,gwangju89ba8580,,
1753,47.91,670.799988,81sa917,,
1754,47.889999,670.26001,23su6735,,
1755,48.290001,670.359985,busan95aa8015,,
1756,48.27,670.450012,60aoe8516,,
1757,48.209999,670.559998,29roe0631,,
1758,49.529999,671.530029,75su4875,,
1759,49.02,671.140015,12mo6510,,
1760,47.740002,670.51001,19joe2895,,
1761,48.880001,671.190002,61soe8782,,
1762,47.68,670.309998,59ru882,,
1763,47.75,670.030029,93na5431,,
1764,48.200001,670.570007,69noe4127,,
1765,47.540001,669.890015,chungnam90sa2189,,
1766,49.080002,671.630005,36do352,,
1767,49.360001,671.690002,gyeonggi98sa3044,,
1768,48.619999,671.090027,12ga4689,,
1769,49.279999,672.690002,58gu8806,,
1770,49.540001,671.690002,gangwon86ba2789,,
1771,48.330002,670.909973,10moe2496,,
1772,48.400002,670.619995,gyeonggi93aa7501,,
1773,47.68,669.789978,9so8382,,
1774,48.310001,670.599976,38du576,,
1775,48.200001,671.210022,10ju8815,,
1776,49.419998,671.969971,46ru7638,,
1777,48.869999,671.309998,6aoe2457,,
1778,49.040001,672.150024,42su7574,,
1779,47.450001,670.289978,17ma3887,,
1780,47.93,670.679993,58ga6891,,
1781,47.310001,669.599976,98noe9213,,
1782,47.919998,670.280029,38jo5008,,
1783,47.700001,669.98999,gangwon91ja210,,
1784,49.439999,671.609985,gwangju96ba2959,,
1785,48.080002,670.51001,49wu0806,,
1786,48.68,671.299988,096so8381,,
1787,48.98,671.530029,55aoe6159,,
1788,48.919998,671.090027,28na2302,,
1789,48,670.599976,67ma1880,,
1790,47.470001,670.880005,50ba1725,,
1791,47.849998,670.119995,13bo4179,,
1792,48.93,671.539978,88boe1274,,
1793,48.639999,671,gyeonggi89aa7725,,
1794,47.830002,670.280029,15roe2313,,
1795,47.700001,670.179993,52noe3469,,
1796,48.099998,670.469971,41ju1948,,
1797,48.18,670.820007,15ho8374,,
1798,48.299999,670.960022,chungbuk80ja6847,,
1799,48.240002,670.280029,5nu8525,,
1800,47.779999,670.409973,78aoe3695,,
1801,47.610001,669.900024,36go3687,,
1802,49.639999,671.609985,52soe6297,,
1803,47.709999,670.27002,40ju6251,,
1804,47.990002,670.150024,49bo1982,,
1805,48.799999,671.359985,15joe7705,,
1806,48.360001,670.570007,49ju8593,,
1807,47.740002,671.039978,06du3081,,
1808,47.869999,670.590027,15so6724,,
1809,47.75,669.849976,25moe6810,,
1810,47.200001,670.469971,6roe8597,,
1811,48.639999,671.099976,busan91ba1626,,
1812,48.5,670.650024,busan95aa4962,,
1813,47.75,670.049988,51go210,,
1814,48.790001,671.880005,12ha3710,,
1815,47.66,670.169983,97ro4515,,
1816,49.389999,671.880005,25su0891,,
1817,49.169998,671.400024,84go463,,
1818,48.860001,671.280029,11ga7684,,
1819,49.330002,671.710022,54joe2672,,
1820,49.450001,672.090027,94ga4149,,
1821,48.279999,670.359985,busan99ba6272,,
1822,47.889999,670.140015,50ru0742,,
1823,47.790001,670.210022,66ma8124,,
1824,48.900002,671.369995,35ju3131,,
1825,47.52,669.849976,chungnam85aa2004,,
1826,48.27,670.919983,69nu5021,,
1827,48.220001,670.530029,62oo1619,,
1828,48.130001,671.039978,37wu3839,,
1829,48.07,671.090027,04mu2091,,
1830,49.360001,671.73999,jeonnam81ba5145,,
1831,48.200001,671.169983,seoul40roe8885,,
1832,48.91,671.469971,85aa517,,
1833,49.360001,672.02002,24ra3158,,
1834,48.599998,671.02002,61bo7051,,
1835,47.459999,670.200012,gwangju96ba2207,,
1836,48.02,670.099976,89no848,,
1837,48.380001,671,gyeonggi92sa198,,
1838,49.389999,672.179993,05su2862,,
1839,48.450001,671.179993,5oo7736,,
1840,49.290001,671.52002,gyeonggi99sa1041,,
1841,47.549999,669.73999,seoul82ba4733,,
1842,49.18,671.950012,14ra3137,,
1843,49.34,672.539978,04bo7176,,
1844,48.34,670.77002,52bo6066,,
1845,48.240002,670.929993,64ho5804,,
1846,48.32,670.72998,82bo3954,,
1847,49.110001,671.609985,17goe3371,,
1848,49.169998,672.030029,16su497,,
1849,49.32,671.77002,69boe478,,
1850,48.959999,671.590027,51go3835,,
1851,48.790001,671.580017,63ro6921,,
1852,47.919998,670.119995,20mu804,,
1853,49.540001,671.909973,gyeonggi94sa3951,,
1854,48,670.72998,98ba4398,,
1855,47.799999,670.080017,63doe5430,,
1856,49.32,671.919983,59ru4388,,
1857,47.91,670.320007,58ju4225,,
1858,47.66,670.070007,gwangju89sa1608,,
1859,48.299999,670.650024,chungnam80aa2010,,
1860,49.139999,671.25,gyeonggi89ba9544,,
1861,49.419998,671.809998,6so7590,,
1862,48.98,671.679993,28bo3500,,
1863,48,670.450012,jeonnam87ba254,,
1864,48.360001,670.450012,gyeonggi89ba8878,,
1865,48.869999,671.109985,32jo8965,,
1866,49.240002,671.340027,busan99sa7902,,
1867,48.169998,670.809998,53jo573,,
1868,47.68,670.320007,85ga7373,,
1869,49.549999,671.900024,95gu9582,,
1870,47.939999,670.840027,82goe7778,,
1871,49.580002,671.659973,60soe0529,,
1872,48.68,670.719971,chungnam73aa3349,,
1873,49.209999,672.01001,26aoe9844,,
1874,48.34,670.799988,daegu80ba8574,,
1875,47.869999,670.25,14jo8890,,
1876,48.07,670.880005,82goe9661,,
1877,48.52,671.609985,60roe6584,,
1878,47.740002,670.210022,2ha8657,,
1879,48.82,671.119995,27do0525,,
1880,49.09,671.710022,incheon80ba8389,,
1881,47.900002,670.309998,6do1096,,
1882,47.540001,669.909973,daegu90aa5415,,
1883,48.389999,670.72998,72mo8787,,
1884,48.400002,671.210022,45go0854,,
1885,48.900002,671.219971,94so5470,,
1886,49.150002,671.630005,12ga4928,,
1887,48.869999,671.119995,92da9497,,
1888,47.380001,670.01001,45ro9183,,
1889,48.439999,671.380005,07ru4465,,
1890,49.169998,671.75,81moe9963,,
1891,48.720001,671.030029,seoul87aa6070,,
1892,49.360001,671.679993,daejeon88aa1725,,
1893,48.240002,670.75,62joe1157,,
1894,49.23,671.869995,82doe1741,,
1895,48.52,670.859985,91ro6724,,
1896,48.080002,670.960022,jeonbuk81sa8767,,
1897,47.610001,670.280029,27ma8631,,
1898,48.619999,671.190002,busan90ba3984,,
1899,48.880001,670.98999,86na615,,
1900,48.630001,670.880005,gyeongnam82sa1829,,
1901,48.98,671.570007,45nu7764,,
1902,48.990002,671.700012,19ga5182,,
1903,48.860001,671.109985,70ju618,,
1904,48.580002,671.200012,jeonbuk98sa4149,,
1905,48.220001,671.559998,07ro323,,
1906,49.200001,671.590027,61go084,,
1907,47.470001,669.710022,39bu9452,,
1908,47.669998,669.809998,5jo5340,,
1909,48.189999,670.679993,90ja3517,,
1910,48.27,671.030029,235goe5670,,
1911,48.919998,671.47998,chungnam80ja612,,
1912,47.639999,670.380005,31no7324,,
1913,48.049999,670.619995,73gu6087,,
1914,48.150002,670.179993,82boe2397,,
1915,49.060001,670.909973,23gu1697,,
1916,49.650002,671.73999,64boe0217,,
1917,47.93,670.52002,51bu8577,,
1918,48.240002,670.5,01roe4864,,
1919,48.349998,670.400024,24du6069,,
1920,47.689999,670.109985,2ma2932,,
1921,48.029999,670.909973,30ro7164,,
1922,48.84,671.070007,68jo426,,
1923,48.299999,670.619995,91oo5201,,
1924,49.040001,671.309998,gyeonggi88sa2017,,
1925,47.790001,670.22998,05oo3876,,
1926,48.91,671.47998,19ha7462,,
1927,48.110001,670.52002,94-6819,,
1928,48.240002,670.929993,36gu0692,,
1929,47.630001,669.909973,51so0576,,
1930,48.130001,670.599976,chungbuk82aa1580,,
1931,48.82,670.97998,95so3553,,
1932,48.75,671.030029,busan90ba5615,,
1933,46.549999,670.030029,84bo886,,
1934,47.650002,671.140015,aoe,,
1935,47.509998,669.830017,incheon85sa9981,,
1936,48.669998,670.679993,busan90ba9736,,
1937,47.630001,669.809998,gyeonggi90ja4004,,
1938,48.599998,671.080017,busan94aa4402,,
1939,49.34,671.869995,11ro9215,,
1940,48.509998,670.97998,68su9026,,
1941,49.18,671.369995,45jo5754,,
1942,49.470001,671.869995,79no9179,,
1943,48.720001,671.48999,10gu6024,,
1944,48.360001,670.719971,gangwon89ba2851,,
1945,48.360001,670.969971,26oo4598,,
1946,48.18,670.619995,91da7697,,
1947,47.66,670.75,gangwon08ba371,,
1948,49.259998,671.669983,gwangju96sa5559,,
1949,48.77,671.140015,81so4309,,
1950,48.209999,670.880005,15do4932,,
1951,49.470001,672.26001,89aoe9110,,
1952,48.23,670.590027,busan91ba1405,,
1953,47.459999,669.919983,20da2726,,
1954,48.259998,670.299988,jeonbuk86sa9177,,
1955,48.98,671.599976,54go2542,,
1956,49.32,671.789978,86joe6766,,
1957,48.189999,670.590027,19gu1636,,
1958,48.040001,670.700012,64su434,,
1959,47.560001,670.219971,04ju050,,
1960,47.580002,670.440002,34goe1047,,
1961,49.09,671.789978,16ba6928,,
1962,47.709999,670.26001,88so3987,,
1963,49.049999,671.650024,27oo4085,,
1964,49.23,671.950012,daegu83aa9306,,
1965,48.98,671.840027,11wu3072,,
1966,47.84,670.429993,97da481,,
1967,48.450001,670.710022,16soe364,,
1968,48.59,672.190002,boe,,
1969,48.189999,670.650024,mu322,,
1970,49.299999,671.369995,23mu3863,,
1971,47.540001,669.950012,91goe160,,
1972,49.439999,671.419983,55ju3325,,
1973,48.32,670.460022,24goe9136,,
1974,48.700001,671.159973,incheon84ba9248,,
1975,49.110001,671.450012,95joe8034,,
1976,47.369999,670.02002,66bu0475,,
1977,47.240002,669.98999,30doe5837,,
1978,48.580002,670.570007,gyeongbuk83aa1326,,
1979,47.759998,669.97998,56go5197,,
1980,47.41,669.72998,15bu6498,,
1981,47.950001,670.450012,93doe6889,,
1982,48.439999,671.299988,54do6061,,
1983,47.759998,670.200012,66ha8109,,
1984,48.09,670.679993,80do8817,,
1985,49.380001,671.76001,jeonbuk80sa7566,,
1986,48.02,670.190002,65da0614,,
1987,49.16,671.650024,35wu9464,,
1988,48.57,672.280029,82ru261,,
1989,48.099998,670.869995,incheon86ja2176,,
1990,47.830002,670.26001,19nu1942,,
1991,47.740002,670.669983,gyeonggi85ba6776,,
1992,47.77,669.950012,40ho1058,,
1993,47.709999,670.26001,seoul81sa6167,,
1994,48.330002,671.109985,35moe1363,,
1995,48.330002,670.859985,gyeongbuk99aa2750,,
1996,47.610001,670.75,45goe1817,,
1997,48.93,671.5,06moe2653,,
1998,49.310001,672.090027,31wu752,,
1999,49.52,671.830017,54mo7212,,
2000,48.389999,670.599976,35joe5262,,
2001,48.779999,672.340027,31roe4658,,
2002,49.25,671.590027,12mo4776,,
2003,48.91,671.280029,54go1595,,
2004,48.939999,671.27002,chungbuk90aa1625,,
2005,48.049999,670.349976,54noe3727,,
2006,49.27,671.72998,91gu3407,,
2007,47.84,670.150024,42ru3606,,
2008,49.130001,672.200012,03ru1220,,
2009,47.720001,670.539978,14jo9407,,
2010,49.169998,671.289978,16go1275,,
2011,48.779999,671.109985,24bo1499,,
2012,48.150002,670.929993,66no6297,,
2013,49.23,671.799988,47goe8996,,
2014,48.09,671.809998,na,,
2015,48.759998,671.299988,51bu289,,
2016,49.599998,672.359985,36ba6729,,
2017,48.130001,670.210022,3aoe4218,,
2018,47.98,671.330017,30roe3549,,
2019,48.02,670.400024,86da2625,,
2020,49.130001,671.289978,35ma4322,,
2021,48.459999,670.5,49oo2361,,
2022,49.740002,672.469971,61no1555,,
2023,47.810001,670.22998,43mo6208,,
2024,48.57,671.01001,47goe0587,,
2025,48.939999,671.400024,daejeon88aa5743,,
2026,48.57,670.77002,85bu6394,,
2027,47.77,670.530029,52ma4292,,
2028,47.459999,669.890015,58ha6049,,
